연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2017,12,읍면동,경기도 김포시 고촌읍,27083,2886,2579,2956,4049,4693,4352,3257,1609,605,88,9,13678,1533,1340,1550,1973,2447,2164,1661,774,221,13,2,13405,1353,1239,1406,2076,2246,2188,1596,835,384,75,7
2017,12,읍면동,경기도 김포시 구래동,45192,8391,3554,3835,11798,7481,4311,3397,1814,531,78,2,22194,4222,1780,1842,5761,4064,1982,1469,865,190,18,1,22998,4169,1774,1993,6037,3417,2329,1928,949,341,60,1
2017,12,읍면동,경기도 김포시 김포본동,51747,4408,6644,7014,6189,9655,8953,4756,2837,1123,158,10,25555,2162,3511,3608,3017,4618,4611,2350,1216,416,44,2,26192,2246,3133,3406,3172,5037,4342,2406,1621,707,114,8
2017,12,읍면동,경기도 김포시 대곶면,10150,396,680,1070,946,1531,2392,1649,969,436,80,1,5808,213,370,629,587,985,1448,912,473,170,21,0,4342,183,310,441,359,546,944,737,496,266,59,1
2017,12,읍면동,경기도 김포시 사우동,21517,1525,2317,3164,2779,3877,3858,2132,1309,495,58,3,10813,801,1244,1631,1458,1911,2004,1018,553,183,10,0,10704,724,1073,1533,1321,1966,1854,1114,756,312,48,3
2017,12,읍면동,경기도 김포시 양촌읍,26680,2495,2307,2841,4061,4431,4608,3256,1819,745,110,7,14077,1243,1205,1582,2216,2544,2517,1662,823,249,32,4,12603,1252,1102,1259,1845,1887,2091,1594,996,496,78,3
2017,12,읍면동,경기도 김포시 운양동,37752,6659,3814,3245,8277,7293,4007,2612,1304,473,68,0,18587,3442,1936,1608,3809,3849,1964,1180,628,155,16,0,19165,3217,1878,1637,4468,3444,2043,1432,676,318,52,0
2017,12,읍면동,경기도 김포시 월곶면,5711,204,317,568,513,723,1287,1097,648,300,51,3,3162,102,162,353,314,448,741,606,321,105,9,1,2549,102,155,215,199,275,546,491,327,195,42,2
2017,12,읍면동,경기도 김포시 장기동,41154,6909,4549,3848,8476,8278,4445,2718,1420,453,56,2,20137,3526,2229,1901,3964,4311,2188,1233,627,148,10,0,21017,3383,2320,1947,4512,3967,2257,1485,793,305,46,2
2017,12,읍면동,경기도 김포시 장기본동,37003,5823,4923,3355,6718,7735,3955,2492,1449,477,75,1,18084,2978,2483,1657,3050,3950,1949,1137,688,174,18,0,18919,2845,2440,1698,3668,3785,2006,1355,761,303,57,1
2017,12,읍면동,경기도 김포시 통진읍,27428,2132,2609,3529,3421,4492,5269,3180,1832,864,98,2,14452,1094,1370,2033,1870,2469,2842,1649,795,311,17,2,12976,1038,1239,1496,1551,2023,2427,1531,1037,553,81,0
2017,12,읍면동,경기도 김포시 풍무동,52026,6309,6668,5729,7836,10201,7274,4395,2567,919,122,6,25546,3259,3413,2885,3659,5060,3681,2043,1179,332,34,1,26480,3050,3255,2844,4177,5141,3593,2352,1388,587,88,5
2017,12,읍면동,경기도 김포시 하성면,8649,342,573,969,756,1080,1921,1479,1008,461,57,3,4708,203,306,580,443,643,1099,759,476,176,21,2,3941,139,267,389,313,437,822,720,532,285,36,1
2017,12,시군,경기도 남양주시 ,665321,67690,77012,78430,92692,124617,104445,65694,38611,14092,1870,168,332152,34783,39658,40895,45201,63242,53539,31771,17524,5061,439,39,333169,32907,37354,37535,47491,61375,50906,33923,21087,9031,1431,129
2017,12,읍면동,경기도 남양주시 금곡동,21430,1191,1709,3151,2701,3006,4471,2811,1604,698,77,11,10913,618,902,1743,1484,1536,2252,1407,712,231,23,5,10517,573,807,1408,1217,1470,2219,1404,892,467,54,6
2017,12,읍면동,경기도 남양주시 다산1동,39717,3715,4527,5390,5323,6883,6381,4298,2270,812,106,12,19346,1908,2237,2779,2536,3307,3080,2096,1083,295,23,2,20371,1807,2290,2611,2787,3576,3301,2202,1187,517,83,10
2017,12,읍면동,경기도 남양주시 다산2동,17859,1757,2110,2149,2522,3484,2786,1791,864,334,51,11,8766,881,1106,1091,1213,1733,1386,847,384,117,4,4,9093,876,1004,1058,1309,1751,1400,944,480,217,47,7
2017,12,읍면동,경기도 남양주시 별내동,69418,9395,6208,8551,13179,11763,9980,6304,2872,1006,156,4,34054,4759,3099,4348,6366,5918,4754,3120,1347,313,29,1,35364,4636,3109,4203,6813,5845,5226,3184,1525,693,127,3
2017,12,읍면동,경기도 남양주시 별내면,20798,1597,2281,2548,2337,3790,3482,2444,1621,608,76,14,10392,838,1198,1282,1204,1895,1823,1165,720,241,23,3,10406,759,1083,1266,1133,1895,1659,1279,901,367,53,11
2017,12,읍면동,경기도 남양주시 수동면,9243,457,740,903,803,1300,1866,1634,991,442,97,10,4841,250,415,506,432,710,1016,840,496,145,26,5,4402,207,325,397,371,590,850,794,495,297,71,5
2017,12,읍면동,경기도 남양주시 양정동,5055,240,271,600,610,651,1107,911,465,170,23,7,2802,115,140,337,360,402,634,500,237,74,3,0,2253,125,131,263,250,249,473,411,228,96,20,7
2017,12,읍면동,경기도 남양주시 오남읍,54937,5509,7306,6184,6858,11383,8354,4827,3235,1131,144,6,27497,2842,3751,3250,3326,5810,4422,2290,1400,371,33,2,27440,2667,3555,2934,3532,5573,3932,2537,1835,760,111,4
2017,12,읍면동,경기도 남양주시 와부읍,68546,6168,8593,8154,8245,13346,10830,6926,4483,1542,234,25,33828,3149,4411,4229,3923,6512,5574,3249,2101,607,68,5,34718,3019,4182,3925,4322,6834,5256,3677,2382,935,166,20
2017,12,읍면동,경기도 남양주시 조안면,4384,248,308,471,452,602,878,761,445,190,28,1,2286,140,154,254,233,338,466,401,222,73,4,1,2098,108,154,217,219,264,412,360,223,117,24,0
2017,12,읍면동,경기도 남양주시 진건읍,26707,1515,2579,3871,2949,4103,5601,3277,1908,782,106,16,13847,811,1349,2109,1573,2159,3021,1691,826,279,29,0,12860,704,1230,1762,1376,1944,2580,1586,1082,503,77,16
2017,12,읍면동,경기도 남양주시 진접읍,95719,11100,11848,10121,13426,18723,14288,8846,5270,1887,198,12,48369,5736,6162,5364,6463,9764,7434,4268,2417,705,53,3,47350,5364,5686,4757,6963,8959,6854,4578,2853,1182,145,9
2017,12,읍면동,경기도 남양주시 퇴계원면,31737,2454,3129,4591,4122,4907,6076,3682,1980,694,98,4,15806,1209,1617,2398,2119,2470,2953,1897,870,255,18,0,15931,1245,1512,2193,2003,2437,3123,1785,1110,439,80,4
2017,12,읍면동,경기도 남양주시 평내동,40595,4491,5828,4448,5663,8699,5576,3148,1919,728,90,5,19923,2280,2943,2246,2630,4321,2937,1479,820,245,21,1,20672,2211,2885,2202,3033,4378,2639,1669,1099,483,69,4
2017,12,읍면동,경기도 남양주시 호평동,51420,6880,6953,5081,8070,11156,6142,3759,2444,816,114,5,25208,3557,3580,2598,3678,5589,3134,1650,1099,297,24,2,26212,3323,3373,2483,4392,5567,3008,2109,1345,519,90,3
2017,12,읍면동,경기도 남양주시 화도읍,94788,9493,11495,10820,13195,18675,14576,8806,5514,1960,229,25,47621,4927,5976,5624,6516,9654,7630,4102,2441,700,46,5,47167,4566,5519,5196,6679,9021,6946,4704,3073,1260,183,20
2017,12,읍면동,경기도 남양주시 화도읍동부출장소,12968,1480,1127,1397,2237,2146,2051,1469,726,292,43,0,6653,763,618,737,1145,1124,1023,769,349,113,12,0,6315,717,509,660,1092,1022,1028,700,377,179,31,0
2017,12,시군,경기도 동두천시 ,97071,8021,9895,11221,12056,16263,16255,11012,8397,3433,444,74,48344,4082,5115,5967,6166,8450,8427,5277,3458,1261,123,18,48727,3939,4780,5254,5890,7813,7828,5735,4939,2172,321,56
2017,12,읍면동,경기도 동두천시 보산동,3347,191,256,370,360,478,661,482,396,135,16,2,1616,99,136,211,184,252,335,214,147,35,3,0,1731,92,120,159,176,226,326,268,249,100,13,2
2017,12,읍면동,경기도 동두천시 불현동,27866,2353,3136,3446,3476,4633,4740,2932,2171,871,94,14,13723,1181,1566,1851,1744,2298,2423,1425,897,312,23,3,14143,1172,1570,1595,1732,2335,2317,1507,1274,559,71,11
2017,12,읍면동,경기도 동두천시 상패동,5440,283,324,578,554,809,1071,881,625,271,36,8,2867,143,170,326,325,463,608,438,289,91,12,2,2573,140,154,252,229,346,463,443,336,180,24,6
2017,12,읍면동,경기도 동두천시 생연1동,7270,547,666,834,912,1100,1313,902,690,269,33,4,3620,293,337,445,468,565,662,448,282,108,11,1,3650,254,329,389,444,535,651,454,408,161,22,3
2017,12,읍면동,경기도 동두천시 생연2동,11997,996,1305,1283,1396,2053,1960,1337,1128,486,45,8,5929,527,712,676,686,1087,983,604,433,208,11,2,6068,469,593,607,710,966,977,733,695,278,34,6
2017,12,읍면동,경기도 동두천시 소요동,9168,511,574,1040,964,1307,1807,1395,1048,445,62,15,4773,254,313,601,516,755,986,684,480,165,15,4,4395,257,261,439,448,552,821,711,568,280,47,11
2017,12,읍면동,경기도 동두천시 송내동,26378,2953,3317,3051,3890,5110,3493,2157,1658,646,98,5,12945,1483,1706,1533,1940,2588,1771,998,665,233,25,3,13433,1470,1611,1518,1950,2522,1722,1159,993,413,73,2
2017,12,읍면동,경기도 동두천시 중앙동,5605,187,317,619,504,773,1210,926,681,310,60,18,2871,102,175,324,303,442,659,466,265,109,23,3,2734,85,142,295,201,331,551,460,416,201,37,15
2017,12,시군,경기도 부천시 ,850329,68797,83281,125656,129900,141881,153500,87854,40513,16478,2274,195,424038,35284,43009,64962,66588,71013,75586,43976,17947,5123,509,41,426291,33513,40272,60694,63312,70868,77914,43878,22566,11355,1765,154
2017,12,읍면동,경기도 부천시 고강1동,16253,1042,1532,2551,2074,2827,3195,1680,927,384,38,3,8123,488,799,1357,1096,1448,1608,818,380,117,11,1,8130,554,733,1194,978,1379,1587,862,547,267,27,2
2017,12,읍면동,경기도 부천시 고강본동,30199,1911,3149,4237,4022,5400,5505,3276,1933,684,75,7,15255,988,1644,2228,2182,2792,2783,1577,807,241,12,1,14944,923,1505,2009,1840,2608,2722,1699,1126,443,63,6
2017,12,읍면동,경기도 부천시 괴안동,21743,1595,2144,3215,3016,3609,3904,2372,1149,640,93,6,10678,804,1108,1691,1532,1763,1908,1164,482,200,24,2,11065,791,1036,1524,1484,1846,1996,1208,667,440,69,4
2017,12,읍면동,경기도 부천시 도당동,24115,1650,2587,3788,3076,4272,4894,2351,1062,394,39,2,12428,847,1364,2052,1645,2170,2579,1211,435,120,5,0,11687,803,1223,1736,1431,2102,2315,1140,627,274,34,2
2017,12,읍면동,경기도 부천시 범박동,42654,6117,4605,4708,7993,7374,5838,3699,1585,610,113,12,21128,3105,2350,2383,3831,3765,2881,1863,743,179,27,1,21526,3012,2255,2325,4162,3609,2957,1836,842,431,86,11
2017,12,읍면동,경기도 부천시 상1동,25655,2685,2610,3302,4894,4445,3976,2392,938,363,50,0,12633,1392,1337,1647,2433,2179,1830,1260,429,114,12,0,13022,1293,1273,1655,2461,2266,2146,1132,509,249,38,0
2017,12,읍면동,경기도 부천시 상2동,31754,3875,4297,4327,5132,6040,4908,1944,805,359,64,3,15547,1962,2230,2174,2384,2822,2527,998,334,105,10,1,16207,1913,2067,2153,2748,3218,2381,946,471,254,54,2
2017,12,읍면동,경기도 부천시 상3동,33071,3172,4776,5121,3959,6587,6200,2051,780,363,62,0,16464,1626,2434,2726,1785,3044,3268,1132,346,94,9,0,16607,1546,2342,2395,2174,3543,2932,919,434,269,53,0
2017,12,읍면동,경기도 부천시 상동,19978,1245,1998,3310,2569,3081,3938,2260,1046,450,74,7,9929,649,1083,1682,1265,1519,1916,1196,454,144,18,3,10049,596,915,1628,1304,1562,2022,1064,592,306,56,4
2017,12,읍면동,경기도 부천시 성곡동,43833,3057,4831,6606,5430,7538,8598,4427,2246,960,130,10,22059,1589,2456,3516,2820,3777,4361,2270,955,287,26,2,21774,1468,2375,3090,2610,3761,4237,2157,1291,673,104,8
2017,12,읍면동,경기도 부천시 소사동,9045,491,476,1193,1350,1288,1714,1409,807,254,57,6,4420,277,239,626,735,665,797,635,363,71,12,0,4625,214,237,567,615,623,917,774,444,183,45,6
2017,12,읍면동,경기도 부천시 소사본3동,32703,2678,3399,4634,4645,5116,6131,3822,1541,628,99,10,16082,1335,1708,2454,2325,2491,2954,1884,724,185,22,0,16621,1343,1691,2180,2320,2625,3177,1938,817,443,77,10
2017,12,읍면동,경기도 부천시 소사본동,25821,1641,1830,3990,3858,3728,4946,3455,1657,603,105,8,12964,835,926,2067,2121,1910,2400,1701,776,198,28,2,12857,806,904,1923,1737,1818,2546,1754,881,405,77,6
2017,12,읍면동,경기도 부천시 송내1동,23849,1876,2083,3663,3763,3641,4311,2798,1190,454,65,5,11799,964,1104,1900,1924,1779,2019,1406,531,161,10,1,12050,912,979,1763,1839,1862,2292,1392,659,293,55,4
2017,12,읍면동,경기도 부천시 송내2동,28070,2406,2832,4166,4257,4718,4898,2908,1281,543,56,5,13900,1226,1533,2139,2145,2356,2307,1427,586,161,18,2,14170,1180,1299,2027,2112,2362,2591,1481,695,382,38,3
2017,12,읍면동,경기도 부천시 신흥동,19451,1198,1675,3026,2666,3308,4087,2145,943,341,51,11,10464,658,912,1662,1497,1845,2230,1146,397,107,9,1,8987,540,763,1364,1169,1463,1857,999,546,234,42,10
2017,12,읍면동,경기도 부천시 심곡1동,13370,756,963,2072,2343,2132,2443,1589,745,286,38,3,6915,396,505,1080,1335,1119,1234,762,376,96,11,1,6455,360,458,992,1008,1013,1209,827,369,190,27,2
2017,12,읍면동,경기도 부천시 심곡2동,18674,954,1059,3345,3729,3108,3064,2022,971,370,43,9,9680,478,511,1622,2105,1763,1601,991,465,132,11,1,8994,476,548,1723,1624,1345,1463,1031,506,238,32,8
2017,12,읍면동,경기도 부천시 심곡3동,13519,854,1222,2130,1982,2226,2696,1495,650,229,25,10,6913,448,639,1132,1091,1152,1356,741,269,74,8,3,6606,406,583,998,891,1074,1340,754,381,155,17,7
2017,12,읍면동,경기도 부천시 심곡본1동,18331,1006,1408,2716,2733,2902,3506,2367,1185,447,52,9,9207,510,710,1432,1503,1510,1685,1146,537,163,8,3,9124,496,698,1284,1230,1392,1821,1221,648,284,44,6
2017,12,읍면동,경기도 부천시 심곡본동,17738,1073,1343,2483,2683,2807,3124,2406,1290,456,69,4,8833,580,712,1282,1431,1443,1467,1139,608,158,12,1,8905,493,631,1201,1252,1364,1657,1267,682,298,57,3
2017,12,읍면동,경기도 부천시 약대동,19620,1932,1787,2981,3364,3176,3645,1773,669,251,35,7,9886,995,915,1568,1714,1586,1792,923,309,71,10,3,9734,937,872,1413,1650,1590,1853,850,360,180,25,4
2017,12,읍면동,경기도 부천시 역곡1동,19277,1735,1752,2438,3136,3181,3157,2272,1097,451,52,6,9564,884,882,1246,1572,1681,1509,1121,507,148,14,0,9713,851,870,1192,1564,1500,1648,1151,590,303,38,6
2017,12,읍면동,경기도 부천시 역곡2동,19979,1688,1646,2951,3452,3237,3214,2204,1085,424,68,10,9816,846,838,1551,1730,1667,1516,1024,467,158,17,2,10163,842,808,1400,1722,1570,1698,1180,618,266,51,8
2017,12,읍면동,경기도 부천시 역곡3동,24205,1715,1930,3393,3833,3851,4173,2972,1612,639,78,9,11919,874,970,1739,2019,1972,1985,1403,712,217,25,3,12286,841,960,1654,1814,1879,2188,1569,900,422,53,6
2017,12,읍면동,경기도 부천시 오정동,23144,2074,2204,3322,3678,3774,4173,2475,999,393,47,5,12030,1087,1213,1779,2018,1981,2096,1274,453,116,12,1,11114,987,991,1543,1660,1793,2077,1201,546,277,35,4
2017,12,읍면동,경기도 부천시 원미1동,17847,1219,1657,2662,2501,2893,3480,2109,935,336,49,6,9116,634,891,1426,1335,1502,1723,1053,416,117,16,3,8731,585,766,1236,1166,1391,1757,1056,519,219,33,3
2017,12,읍면동,경기도 부천시 원미2동,13845,884,1116,1974,1855,2178,2760,1856,862,322,35,3,6973,456,547,1041,1006,1125,1374,907,398,109,10,0,6872,428,569,933,849,1053,1386,949,464,213,25,3
2017,12,읍면동,경기도 부천시 원종1동,24027,1626,2339,3704,3203,3920,4749,2624,1269,524,66,3,12107,840,1207,1972,1713,1931,2378,1336,551,164,14,1,11920,786,1132,1732,1490,1989,2371,1288,718,360,52,2
2017,12,읍면동,경기도 부천시 원종2동,24107,1702,2684,3838,3102,4350,4607,2070,1173,519,60,2,12029,873,1386,1988,1615,2188,2335,1046,448,140,10,0,12078,829,1298,1850,1487,2162,2272,1024,725,379,50,2
2017,12,읍면동,경기도 부천시 중1동,35269,2947,3559,5742,6380,6211,5960,2825,1038,533,72,2,17100,1520,1793,2760,3095,2962,2810,1527,462,152,19,0,18169,1427,1766,2982,3285,3249,3150,1298,576,381,53,2
2017,12,읍면동,경기도 부천시 중2동,33391,2733,3575,5333,5017,5238,6221,3421,1203,556,93,1,16352,1445,1843,2702,2446,2461,2881,1828,566,159,21,0,17039,1288,1732,2631,2571,2777,3340,1593,637,397,72,1
2017,12,읍면동,경기도 부천시 중3동,25428,2270,2520,3771,4362,3948,4517,2310,1118,551,61,0,12208,1141,1263,1869,2142,1852,2166,1136,490,136,13,0,13220,1129,1257,1902,2220,2096,2351,1174,628,415,48,0
2017,12,읍면동,경기도 부천시 중4동,20118,1722,1966,2937,3703,3264,3399,1855,824,384,61,3,9565,863,1010,1416,1849,1489,1617,862,337,111,11,0,10553,859,956,1521,1854,1775,1782,993,487,273,50,3
2017,12,읍면동,경기도 부천시 중동,24835,2156,2513,3828,3465,4217,4672,2460,1024,436,58,6,12182,1077,1324,1914,1704,2097,2232,1228,466,130,9,1,12653,1079,1189,1914,1761,2120,2440,1232,558,306,49,5
2017,12,읍면동,경기도 부천시 춘의동,15411,1112,1214,2199,2675,2296,2897,1760,874,341,41,2,7770,592,623,1139,1445,1207,1461,841,368,88,5,1,7641,520,591,1060,1230,1089,1436,919,506,253,36,1
2017,12,시군,경기도 성남시 ,967510,80273,99739,136390,150230,171091,156477,96189,52681,20761,3281,398,479225,41213,51383,69544,75385,84833,78178,46939,23665,7192,798,95,488285,39060,48356,66846,74845,86258,78299,49250,29016,13569,2483,303
2017,12,구,경기도 성남시 분당구 ,500212,45815,59549,69631,77302,93875,74807,42135,23978,11221,1832,67,242435,23496,30683,34603,36820,44048,36991,20528,10754,4036,465,11,257777,22319,28866,35028,40482,49827,37816,21607,13224,7185,1367,56
2017,12,읍면동,경기도 성남시 분당구 구미1동,18575,1478,2024,2964,2923,3352,2949,1503,876,438,67,1,8993,776,1048,1434,1412,1572,1445,746,367,177,15,1,9582,702,976,1530,1511,1780,1504,757,509,261,52,0
2017,12,읍면동,경기도 성남시 분당구 구미동,32971,2579,3319,4707,5020,5783,5198,3069,2011,1080,195,10,15934,1315,1710,2362,2454,2696,2579,1457,891,418,52,0,17037,1264,1609,2345,2566,3087,2619,1612,1120,662,143,10
2017,12,읍면동,경기도 성남시 분당구 금곡동,30131,2294,2830,4396,5040,4923,4646,3039,1868,955,137,3,14228,1167,1441,2112,2403,2309,2193,1456,790,324,33,0,15903,1127,1389,2284,2637,2614,2453,1583,1078,631,104,3
2017,12,읍면동,경기도 성남시 분당구 백현동,29159,3861,3512,3821,4885,5139,4369,2104,971,438,56,3,14164,1996,1840,1864,2257,2444,2151,1005,457,132,17,1,14995,1865,1672,1957,2628,2695,2218,1099,514,306,39,2
2017,12,읍면동,경기도 성남시 분당구 분당동,27955,2395,3392,4159,3989,5356,4214,2440,1294,614,98,4,13642,1218,1776,2085,1928,2521,2023,1212,611,236,31,1,14313,1177,1616,2074,2061,2835,2191,1228,683,378,67,3
2017,12,읍면동,경기도 성남시 분당구 삼평동,25483,3201,3292,3112,3807,5038,3769,1928,927,355,51,3,12407,1646,1672,1571,1741,2428,1862,947,419,110,10,1,13076,1555,1620,1541,2066,2610,1907,981,508,245,41,2
2017,12,읍면동,경기도 성남시 분당구 서현1동,32742,2796,4530,4651,4580,6690,4660,2362,1552,786,132,3,15819,1439,2338,2294,2087,3094,2390,1163,673,311,30,0,16923,1357,2192,2357,2493,3596,2270,1199,879,475,102,3
2017,12,읍면동,경기도 성남시 분당구 서현2동,19615,1607,2671,3040,2456,3775,3307,1543,756,395,63,2,9610,840,1382,1581,1181,1678,1663,784,350,136,14,1,10005,767,1289,1459,1275,2097,1644,759,406,259,49,1
2017,12,읍면동,경기도 성남시 분당구 수내1동,18145,1302,2454,2383,2656,3899,2494,1321,959,590,82,5,8676,662,1293,1177,1216,1753,1309,589,411,239,27,0,9469,640,1161,1206,1440,2146,1185,732,548,351,55,5
2017,12,읍면동,경기도 성남시 분당구 수내2동,10972,1148,2079,1090,972,2802,1395,750,462,229,44,1,5333,573,1039,584,399,1313,764,358,207,80,16,0,5639,575,1040,506,573,1489,631,392,255,149,28,1
2017,12,읍면동,경기도 성남시 분당구 수내3동,14911,1204,2632,2037,1776,3585,2075,919,453,193,36,1,7392,618,1381,1040,864,1674,1082,450,214,55,14,0,7519,586,1251,997,912,1911,993,469,239,138,22,1
2017,12,읍면동,경기도 성남시 분당구 야탑1동,18275,1557,1514,2901,3203,2923,2829,1921,990,358,77,2,8939,762,777,1469,1566,1444,1334,960,468,137,22,0,9336,795,737,1432,1637,1479,1495,961,522,221,55,2
2017,12,읍면동,경기도 성남시 분당구 야탑2동,17568,1372,1977,2417,2424,2973,2731,1986,1145,470,70,3,8408,687,1024,1210,1114,1363,1298,979,549,168,16,0,9160,685,953,1207,1310,1610,1433,1007,596,302,54,3
2017,12,읍면동,경기도 성남시 분당구 야탑3동,31219,2731,2670,4615,6085,4912,4917,3009,1549,619,106,6,15380,1409,1342,2397,3231,2401,2292,1468,649,173,17,1,15839,1322,1328,2218,2854,2511,2625,1541,900,446,89,5
2017,12,읍면동,경기도 성남시 분당구 운중동,20845,2351,2307,2574,3121,3996,3350,1989,753,333,71,0,10178,1182,1198,1261,1433,1946,1657,1015,373,103,10,0,10667,1169,1109,1313,1688,2050,1693,974,380,230,61,0
2017,12,읍면동,경기도 성남시 분당구 이매1동,27104,2567,3602,3666,3811,5126,4136,2254,1269,574,95,4,13240,1316,1846,1897,1809,2390,2054,1132,577,194,24,1,13864,1251,1756,1769,2002,2736,2082,1122,692,380,71,3
2017,12,읍면동,경기도 성남시 분당구 이매2동,14475,1130,2033,2027,1462,2744,2357,1466,804,384,65,3,7118,612,1100,1050,652,1237,1189,745,376,142,15,0,7357,518,933,977,810,1507,1168,721,428,242,50,3
2017,12,읍면동,경기도 성남시 분당구 정자1동,30997,2207,3527,4696,5497,6057,4272,2309,1675,659,95,3,14583,1102,1774,2069,2448,2744,2192,1110,799,312,31,2,16414,1105,1753,2627,3049,3313,2080,1199,876,347,64,1
2017,12,읍면동,경기도 성남시 분당구 정자2동,17383,1228,1723,2266,3442,2930,2529,1462,1080,604,115,4,8196,673,914,1079,1751,1303,1228,649,404,165,29,1,9187,555,809,1187,1691,1627,1301,813,676,439,86,3
2017,12,읍면동,경기도 성남시 분당구 정자3동,16440,1526,2078,2265,2471,3147,2449,1165,805,460,74,0,7904,806,1048,1133,1178,1441,1203,561,342,171,21,0,8536,720,1030,1132,1293,1706,1246,604,463,289,53,0
2017,12,읍면동,경기도 성남시 분당구 정자동,21013,1809,2151,3315,4044,3562,2922,1871,929,354,54,2,10436,924,1080,1650,2109,1736,1424,914,448,139,12,0,10577,885,1071,1665,1935,1826,1498,957,481,215,42,2
2017,12,읍면동,경기도 성남시 분당구 판교동,24234,3472,3232,2529,3638,5163,3239,1725,850,333,49,4,11855,1773,1660,1284,1587,2561,1659,828,379,114,9,1,12379,1699,1572,1245,2051,2602,1580,897,471,219,40,3
2017,12,구,경기도 성남시 수정구 ,236932,17502,19661,33955,37642,39126,40669,27634,15011,4845,709,178,120180,8935,10179,17800,20039,20797,20531,13315,6741,1622,174,47,116752,8567,9482,16155,17603,18329,20138,14319,8270,3223,535,131
2017,12,읍면동,경기도 성남시 수정구 고등동,1814,96,64,223,279,233,378,322,160,46,13,0,934,45,29,126,150,133,197,151,79,19,5,0,880,51,35,97,129,100,181,171,81,27,8,0
2017,12,읍면동,경기도 성남시 수정구 단대동,16853,1424,1453,2329,2673,2729,2793,1922,1083,369,68,10,8368,737,784,1198,1395,1382,1352,887,478,137,15,3,8485,687,669,1131,1278,1347,1441,1035,605,232,53,7
2017,12,읍면동,경기도 성남시 수정구 복정동,12563,1172,763,2192,3609,2079,1229,934,415,135,29,6,6755,613,346,1156,2031,1271,628,439,218,43,8,2,5808,559,417,1036,1578,808,601,495,197,92,21,4
2017,12,읍면동,경기도 성남시 수정구 산성동,14386,949,1275,1916,2119,2548,2403,1737,1067,309,37,26,7417,507,663,1002,1162,1395,1246,818,491,114,10,9,6969,442,612,914,957,1153,1157,919,576,195,27,17
2017,12,읍면동,경기도 성남시 수정구 수진1동,13606,570,984,1762,1730,2221,2733,1991,1170,359,68,18,6963,290,531,942,984,1194,1405,957,516,121,16,7,6643,280,453,820,746,1027,1328,1034,654,238,52,11
2017,12,읍면동,경기도 성남시 수정구 수진2동,17887,1108,1458,2630,2600,2809,3280,2293,1302,344,49,14,9039,559,794,1376,1404,1451,1610,1096,608,126,12,3,8848,549,664,1254,1196,1358,1670,1197,694,218,37,11
2017,12,읍면동,경기도 성남시 수정구 시흥동,3371,240,199,408,565,465,575,543,265,94,14,3,1750,133,106,218,308,264,275,274,136,33,3,0,1621,107,93,190,257,201,300,269,129,61,11,3
2017,12,읍면동,경기도 성남시 수정구 신촌동,4804,639,464,727,943,773,541,438,198,71,10,0,2518,335,247,435,501,426,264,199,85,23,3,0,2286,304,217,292,442,347,277,239,113,48,7,0
2017,12,읍면동,경기도 성남시 수정구 신흥1동,14267,649,938,2108,2094,2408,2752,1900,1043,307,50,18,7361,332,497,1136,1173,1343,1421,906,445,92,13,3,6906,317,441,972,921,1065,1331,994,598,215,37,15
2017,12,읍면동,경기도 성남시 수정구 신흥2동,11333,897,1121,1454,1677,1889,2040,1367,628,211,34,15,5730,446,581,763,843,975,1044,680,313,74,6,5,5603,451,540,691,834,914,996,687,315,137,28,10
2017,12,읍면동,경기도 성남시 수정구 신흥3동,11313,508,791,1739,1659,1863,2167,1465,847,231,37,6,5876,253,415,919,933,1051,1139,702,376,74,14,0,5437,255,376,820,726,812,1028,763,471,157,23,6
