연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2017,11,읍면동,경기도 광명시 철산2동,16005,922,1489,2579,2479,2648,3031,1693,797,328,35,4,8153,495,788,1359,1324,1317,1564,837,359,98,11,1,7852,427,701,1220,1155,1331,1467,856,438,230,24,3
2017,11,읍면동,경기도 광명시 철산3동,36042,3728,4795,4679,4971,6915,5774,3124,1371,581,95,9,17750,1930,2472,2406,2303,3340,2836,1611,626,197,28,1,18292,1798,2323,2273,2668,3575,2938,1513,745,384,67,8
2017,11,읍면동,경기도 광명시 철산4동,14415,1366,1399,1868,2704,2580,2131,1431,684,226,25,1,7204,696,743,971,1369,1315,1054,689,287,76,4,0,7211,670,656,897,1335,1265,1077,742,397,150,21,1
2017,11,읍면동,경기도 광명시 하안1동,27655,3179,3430,3336,3860,5495,4367,2373,1099,437,74,5,13898,1657,1760,1805,1819,2787,2229,1203,499,126,12,1,13757,1522,1670,1531,2041,2708,2138,1170,600,311,62,4
2017,11,읍면동,경기도 광명시 하안2동,15538,1595,1524,1709,3246,2961,2009,1277,737,420,52,8,7453,806,762,828,1661,1476,951,563,287,104,13,2,8085,789,762,881,1585,1485,1058,714,450,316,39,6
2017,11,읍면동,경기도 광명시 하안3동,22416,2169,2432,2565,3685,4117,3202,2226,1313,622,79,6,10702,1132,1261,1274,1835,2006,1561,983,468,164,18,0,11714,1037,1171,1291,1850,2111,1641,1243,845,458,61,6
2017,11,읍면동,경기도 광명시 하안4동,13766,1445,1983,1602,2305,2978,1876,851,490,210,25,1,6673,757,1007,799,1127,1418,936,395,180,48,6,0,7093,688,976,803,1178,1560,940,456,310,162,19,1
2017,11,읍면동,경기도 광명시 학온동,2389,91,127,233,280,275,506,435,275,142,18,7,1318,49,71,137,160,162,288,248,138,60,3,2,1071,42,56,96,120,113,218,187,137,82,15,5
2017,11,시군,경기도 광주시 ,343820,35071,33729,40593,58268,60376,55408,35535,17631,6197,942,70,176478,17976,17434,21354,30552,32042,28331,17985,8400,2202,182,20,167342,17095,16295,19239,27716,28334,27077,17550,9231,3995,760,50
2017,11,읍면동,경기도 광주시 경안동,40768,3871,4335,5370,6248,7370,6864,3979,1953,671,92,15,20813,1993,2235,2814,3239,3825,3575,1971,904,238,13,6,19955,1878,2100,2556,3009,3545,3289,2008,1049,433,79,9
2017,11,읍면동,경기도 광주시 곤지암읍,23254,1710,2253,2843,3032,4044,4443,2742,1448,624,97,18,12360,901,1178,1574,1630,2234,2410,1486,689,231,23,4,10894,809,1075,1269,1402,1810,2033,1256,759,393,74,14
2017,11,읍면동,경기도 광주시 광남동,52800,6296,5649,5807,9276,9840,7876,4951,2283,711,107,4,26972,3210,2944,2968,4761,5202,3984,2491,1139,251,20,2,25828,3086,2705,2839,4515,4638,3892,2460,1144,460,87,2
2017,11,읍면동,경기도 광주시 남종면,1601,57,91,115,131,193,326,322,246,105,15,0,825,26,50,55,75,111,176,168,118,41,5,0,776,31,41,60,56,82,150,154,128,64,10,0
2017,11,읍면동,경기도 광주시 남한산성면,2939,243,231,263,278,466,543,456,290,138,29,2,1540,110,121,138,156,270,304,245,141,49,6,0,1399,133,110,125,122,196,239,211,149,89,23,2
2017,11,읍면동,경기도 광주시 도척면,9084,654,682,955,1095,1445,1751,1369,738,326,66,3,4983,358,362,557,621,861,998,731,351,131,12,1,4101,296,320,398,474,584,753,638,387,195,54,2
2017,11,읍면동,경기도 광주시 송정동,59438,5661,5924,7801,9501,10608,10274,5896,2704,925,134,10,30084,2857,2977,4138,4980,5464,5085,3005,1219,333,24,2,29354,2804,2947,3663,4521,5144,5189,2891,1485,592,110,8
2017,11,읍면동,경기도 광주시 오포읍,97296,11102,8293,11660,20533,16327,14024,9190,4464,1454,239,10,49511,5698,4266,6003,10836,8632,6897,4470,2159,495,51,4,47785,5404,4027,5657,9697,7695,7127,4720,2305,959,188,6
2017,11,읍면동,경기도 광주시 초월읍,42647,4316,5087,4651,6490,7817,6848,4267,2281,792,95,3,22259,2223,2662,2474,3392,4184,3704,2247,1081,276,16,0,20388,2093,2425,2177,3098,3633,3144,2020,1200,516,79,3
2017,11,읍면동,경기도 광주시 퇴촌면,13993,1161,1184,1128,1684,2266,2459,2363,1224,451,68,5,7131,600,639,633,862,1259,1198,1171,599,157,12,1,6862,561,545,495,822,1007,1261,1192,625,294,56,4
2017,11,시군,경기도 구리시 ,198680,17244,21346,27626,28600,35543,34569,18988,10464,3725,511,64,98744,8847,11042,14246,14299,17385,17467,9428,4605,1286,118,21,99936,8397,10304,13380,14301,18158,17102,9560,5859,2439,393,43
2017,11,읍면동,경기도 구리시 갈매동,20018,2898,1331,2330,4512,2977,2882,1918,849,272,48,1,9882,1466,659,1162,2265,1516,1349,971,411,74,8,1,10136,1432,672,1168,2247,1461,1533,947,438,198,40,0
2017,11,읍면동,경기도 구리시 교문1동,17504,992,1464,2386,2447,2883,3442,2138,1257,406,67,22,8980,527,741,1281,1322,1504,1811,1036,579,152,19,8,8524,465,723,1105,1125,1379,1631,1102,678,254,48,14
2017,11,읍면동,경기도 구리시 교문2동,23982,2181,3316,3169,2927,4722,3917,2151,1117,430,46,6,11651,1083,1694,1635,1342,2213,1959,1058,498,158,10,1,12331,1098,1622,1534,1585,2509,1958,1093,619,272,36,5
2017,11,읍면동,경기도 구리시 동구동,40974,3893,5141,5762,5463,7732,7011,3236,1904,732,93,7,20233,2010,2669,2988,2658,3659,3528,1651,783,265,20,2,20741,1883,2472,2774,2805,4073,3483,1585,1121,467,73,5
2017,11,읍면동,경기도 구리시 수택1동,21973,1282,1950,3402,2935,3511,4421,2601,1338,460,67,6,10922,693,991,1724,1540,1724,2215,1300,573,147,14,1,11051,589,959,1678,1395,1787,2206,1301,765,313,53,5
2017,11,읍면동,경기도 구리시 수택2동,25967,1531,2598,4066,3395,4274,4969,2927,1559,567,70,11,12980,793,1370,2096,1819,2122,2502,1405,676,182,12,3,12987,738,1228,1970,1576,2152,2467,1522,883,385,58,8
2017,11,읍면동,경기도 구리시 수택3동,23402,2172,2809,3042,3448,4822,3710,1850,1087,400,57,5,11814,1095,1511,1600,1683,2401,1951,941,474,144,12,2,11588,1077,1298,1442,1765,2421,1759,909,613,256,45,3
2017,11,읍면동,경기도 구리시 인창동,24860,2295,2737,3469,3473,4622,4217,2167,1353,458,63,6,12282,1180,1407,1760,1670,2246,2152,1066,611,164,23,3,12578,1115,1330,1709,1803,2376,2065,1101,742,294,40,3
2017,11,시군,경기도 군포시 ,281736,26258,30782,38786,43206,49316,47439,25264,13519,6234,883,49,139959,13473,15883,20076,22028,24167,23454,12674,5784,2171,236,13,141777,12785,14899,18710,21178,25149,23985,12590,7735,4063,647,36
2017,11,읍면동,경기도 군포시 광정동,26689,2366,3320,3573,3745,5015,4225,2159,1282,861,136,7,12962,1228,1713,1808,1837,2401,2086,1072,498,288,29,2,13727,1138,1607,1765,1908,2614,2139,1087,784,573,107,5
2017,11,읍면동,경기도 군포시 군포1동,34393,2558,3270,5143,5081,5852,6397,3623,1731,635,94,9,18044,1326,1750,2802,2885,3029,3330,1904,776,220,19,3,16349,1232,1520,2341,2196,2823,3067,1719,955,415,75,6
2017,11,읍면동,경기도 군포시 군포2동,56788,6377,6828,7763,8742,10131,9393,4450,2114,839,142,9,28313,3327,3431,4023,4346,4944,4683,2255,974,293,35,2,28475,3050,3397,3740,4396,5187,4710,2195,1140,546,107,7
2017,11,읍면동,경기도 군포시 궁내동,22225,2313,3532,2687,2525,4846,3336,1476,931,504,74,1,10829,1212,1790,1393,1149,2247,1702,741,380,189,26,0,11396,1101,1742,1294,1376,2599,1634,735,551,315,48,1
2017,11,읍면동,경기도 군포시 금정동,19069,1181,1552,3035,2801,3081,3748,2285,994,341,44,7,9829,609,799,1576,1561,1652,1875,1193,453,96,12,3,9240,572,753,1459,1240,1429,1873,1092,541,245,32,4
2017,11,읍면동,경기도 군포시 대야동,10048,1008,1056,1252,1326,1834,1760,1010,538,237,24,3,5145,517,560,695,673,917,906,530,251,84,11,1,4903,491,496,557,653,917,854,480,287,153,13,2
2017,11,읍면동,경기도 군포시 산본1동,18464,1137,1262,2887,2889,2634,3589,2247,1214,523,76,6,9208,557,661,1548,1616,1341,1697,1088,526,154,20,0,9256,580,601,1339,1273,1293,1892,1159,688,369,56,6
2017,11,읍면동,경기도 군포시 산본2동,29523,3061,3295,4177,4383,4969,5119,2593,1250,578,96,2,14383,1584,1692,2135,2075,2353,2466,1305,531,222,20,0,15140,1477,1603,2042,2308,2616,2653,1288,719,356,76,2
2017,11,읍면동,경기도 군포시 수리동,18705,1643,2020,2362,2892,3191,3068,1628,1183,634,81,3,8982,791,1057,1155,1438,1538,1497,764,462,252,27,1,9723,852,963,1207,1454,1653,1571,864,721,382,54,2
2017,11,읍면동,경기도 군포시 오금동,24357,2737,2735,2863,4671,4461,3393,1778,1140,526,53,0,11998,1384,1444,1465,2317,2189,1632,866,491,195,15,0,12359,1353,1291,1398,2354,2272,1761,912,649,331,38,0
2017,11,읍면동,경기도 군포시 재궁동,21475,1877,1912,3044,4151,3302,3411,2015,1142,556,63,2,10266,938,986,1476,2131,1556,1580,956,442,178,22,1,11209,939,926,1568,2020,1746,1831,1059,700,378,41,1
2017,11,시군,경기도 김포시 ,390216,48294,41434,41801,65642,71080,56337,36181,20501,7808,1090,48,195813,24680,21261,21722,32013,37086,29026,17568,9392,2786,264,15,194403,23614,20173,20079,33629,33994,27311,18613,11109,5022,826,33
2017,11,읍면동,경기도 김포시 고촌읍,26955,2866,2564,2945,4033,4665,4327,3253,1604,602,86,10,13603,1519,1333,1554,1942,2443,2151,1653,773,220,13,2,13352,1347,1231,1391,2091,2222,2176,1600,831,382,73,8
2017,11,읍면동,경기도 김포시 구래동,44338,8243,3484,3758,11571,7308,4223,3342,1808,523,76,2,21753,4144,1738,1799,5645,3974,1937,1444,870,184,17,1,22585,4099,1746,1959,5926,3334,2286,1898,938,339,59,1
2017,11,읍면동,경기도 김포시 김포본동,51761,4426,6672,7011,6213,9682,8919,4726,2830,1112,160,10,25560,2177,3522,3604,3014,4632,4598,2338,1214,413,46,2,26201,2249,3150,3407,3199,5050,4321,2388,1616,699,114,8
2017,11,읍면동,경기도 김포시 대곶면,10119,398,680,1068,947,1522,2387,1644,959,435,78,1,5785,213,367,628,588,973,1447,911,468,170,20,0,4334,185,313,440,359,549,940,733,491,265,58,1
2017,11,읍면동,경기도 김포시 사우동,21528,1526,2323,3166,2785,3889,3857,2120,1307,495,58,2,10825,805,1245,1632,1460,1915,2006,1017,552,183,10,0,10703,721,1078,1534,1325,1974,1851,1103,755,312,48,2
2017,11,읍면동,경기도 김포시 양촌읍,26482,2482,2319,2743,4054,4402,4600,3218,1808,737,112,7,13946,1236,1206,1525,2210,2525,2505,1644,818,240,33,4,12536,1246,1113,1218,1844,1877,2095,1574,990,497,79,3
2017,11,읍면동,경기도 김포시 운양동,37427,6631,3751,3197,8235,7188,3988,2600,1304,466,67,0,18425,3436,1892,1596,3778,3810,1948,1174,626,150,15,0,19002,3195,1859,1601,4457,3378,2040,1426,678,316,52,0
2017,11,읍면동,경기도 김포시 월곶면,5690,209,311,566,516,726,1276,1094,642,296,51,3,3148,105,156,353,317,448,732,605,318,103,10,1,2542,104,155,213,199,278,544,489,324,193,41,2
2017,11,읍면동,경기도 김포시 장기동,40902,6873,4529,3821,8440,8212,4407,2705,1409,450,55,1,20039,3505,2223,1895,3953,4283,2176,1225,622,147,10,0,20863,3368,2306,1926,4487,3929,2231,1480,787,303,45,1
2017,11,읍면동,경기도 김포시 장기본동,36832,5811,4919,3314,6726,7692,3919,2475,1440,462,73,1,17995,2955,2490,1645,3064,3906,1931,1137,684,166,17,0,18837,2856,2429,1669,3662,3786,1988,1338,756,296,56,1
2017,11,읍면동,경기도 김포시 통진읍,27491,2163,2633,3511,3471,4515,5253,3166,1827,852,98,2,14482,1105,1381,2022,1907,2478,2827,1646,790,307,17,2,13009,1058,1252,1489,1564,2037,2426,1520,1037,545,81,0
2017,11,읍면동,경기도 김포시 풍무동,52048,6323,6676,5733,7887,10205,7265,4355,2560,919,119,6,25556,3274,3399,2895,3687,5062,3675,2018,1179,331,35,1,26492,3049,3277,2838,4200,5143,3590,2337,1381,588,84,5
2017,11,읍면동,경기도 김포시 하성면,8643,343,573,968,764,1074,1916,1483,1003,459,57,3,4696,206,309,574,448,637,1093,756,478,172,21,2,3947,137,264,394,316,437,823,727,525,287,36,1
2017,11,시군,경기도 남양주시 ,665572,67987,77211,78295,93316,124581,104266,65433,38477,13976,1862,168,332235,34929,39758,40767,45495,63243,53484,31628,17449,4997,447,38,333337,33058,37453,37528,47821,61338,50782,33805,21028,8979,1415,130
2017,11,읍면동,경기도 남양주시 금곡동,21385,1193,1706,3143,2703,3017,4460,2791,1597,689,75,11,10902,621,903,1734,1495,1546,2241,1402,704,229,22,5,10483,572,803,1409,1208,1471,2219,1389,893,460,53,6
2017,11,읍면동,경기도 남양주시 도농동,38277,3558,4377,5224,5153,6585,6168,4135,2171,790,104,12,18601,1828,2159,2681,2457,3144,2974,2011,1036,287,22,2,19676,1730,2218,2543,2696,3441,3194,2124,1135,503,82,10
2017,11,읍면동,경기도 남양주시 별내동,69277,9417,6162,8559,13217,11672,9966,6268,2855,997,160,4,33966,4762,3068,4351,6382,5875,4747,3094,1345,310,31,1,35311,4655,3094,4208,6835,5797,5219,3174,1510,687,129,3
2017,11,읍면동,경기도 남양주시 별내면,20809,1608,2294,2534,2361,3805,3472,2426,1615,605,75,14,10393,841,1207,1275,1216,1901,1814,1159,713,240,24,3,10416,767,1087,1259,1145,1904,1658,1267,902,365,51,11
2017,11,읍면동,경기도 남양주시 수동면,9319,461,813,914,807,1308,1864,1623,980,442,98,9,4899,258,460,513,438,715,1019,834,489,142,26,5,4420,203,353,401,369,593,845,789,491,300,72,4
2017,11,읍면동,경기도 남양주시 양정동,5057,243,277,595,618,651,1104,910,463,168,21,7,2807,116,143,342,358,403,633,502,234,73,3,0,2250,127,134,253,260,248,471,408,229,95,18,7
2017,11,읍면동,경기도 남양주시 오남읍,54910,5523,7317,6160,6912,11371,8321,4812,3228,1117,142,7,27494,2848,3764,3227,3342,5814,4409,2284,1404,366,34,2,27416,2675,3553,2933,3570,5557,3912,2528,1824,751,108,5
2017,11,읍면동,경기도 남양주시 와부읍,68569,6220,8599,8160,8296,13358,10788,6894,4481,1514,234,25,33833,3177,4412,4223,3954,6506,5559,3233,2103,593,68,5,34736,3043,4187,3937,4342,6852,5229,3661,2378,921,166,20
2017,11,읍면동,경기도 남양주시 조안면,4423,253,313,474,460,612,886,762,445,189,28,1,2308,141,159,253,240,343,468,405,220,73,5,1,2115,112,154,221,220,269,418,357,225,116,23,0
2017,11,읍면동,경기도 남양주시 지금동,19207,1905,2271,2280,2719,3768,2994,1925,952,328,54,11,9466,955,1189,1172,1307,1889,1493,917,422,113,5,4,9741,950,1082,1108,1412,1879,1501,1008,530,215,49,7
2017,11,읍면동,경기도 남양주시 진건읍,26763,1531,2603,3873,2942,4132,5619,3255,1907,778,107,16,13857,819,1359,2099,1565,2168,3038,1677,827,276,29,0,12906,712,1244,1774,1377,1964,2581,1578,1080,502,78,16
2017,11,읍면동,경기도 남양주시 진접읍,95830,11179,11851,10099,13538,18736,14274,8830,5234,1877,200,12,48422,5773,6160,5357,6501,9787,7439,4247,2399,703,53,3,47408,5406,5691,4742,7037,8949,6835,4583,2835,1174,147,9
2017,11,읍면동,경기도 남양주시 퇴계원면,31826,2471,3166,4587,4172,4917,6081,3668,1971,695,94,4,15843,1217,1634,2394,2146,2468,2962,1891,861,254,16,0,15983,1254,1532,2193,2026,2449,3119,1777,1110,441,78,4
2017,11,읍면동,경기도 남양주시 평내동,40945,4511,5888,4443,5759,8754,5640,3161,1954,739,91,5,20081,2289,2978,2242,2672,4349,2960,1486,836,247,22,0,20864,2222,2910,2201,3087,4405,2680,1675,1118,492,69,5
2017,11,읍면동,경기도 남양주시 호평동,51328,6894,6942,5049,8119,11130,6092,3741,2429,814,113,5,25158,3576,3565,2572,3705,5570,3118,1633,1095,296,26,2,26170,3318,3377,2477,4414,5560,2974,2108,1334,518,87,3
2017,11,읍면동,경기도 남양주시 화도읍,94719,9547,11495,10799,13293,18633,14505,8774,5479,1947,222,25,47557,4946,5970,5594,6566,9647,7594,4089,2416,682,48,5,47162,4601,5525,5205,6727,8986,6911,4685,3063,1265,174,20
2017,11,읍면동,경기도 남양주시 화도읍동부출장소,12928,1473,1137,1402,2247,2132,2032,1458,716,287,44,0,6648,762,628,738,1151,1118,1016,764,345,113,13,0,6280,711,509,664,1096,1014,1016,694,371,174,31,0
2017,11,시군,경기도 동두천시 ,97084,8060,9949,11182,12108,16271,16252,10976,8390,3380,443,73,48341,4105,5140,5941,6180,8461,8431,5255,3446,1237,127,18,48743,3955,4809,5241,5928,7810,7821,5721,4944,2143,316,55
2017,11,읍면동,경기도 동두천시 보산동,3366,193,262,364,361,493,657,486,398,134,16,2,1621,99,143,205,182,259,332,216,147,35,3,0,1745,94,119,159,179,234,325,270,251,99,13,2
2017,11,읍면동,경기도 동두천시 불현동,27830,2346,3136,3456,3473,4624,4754,2901,2168,863,96,13,13689,1182,1557,1847,1743,2289,2441,1404,892,307,24,3,14141,1164,1579,1609,1730,2335,2313,1497,1276,556,72,10
2017,11,읍면동,경기도 동두천시 상패동,5454,281,334,570,560,821,1070,880,625,267,38,8,2869,144,174,324,327,465,604,439,286,91,13,2,2585,137,160,246,233,356,466,441,339,176,25,6
2017,11,읍면동,경기도 동두천시 생연1동,7289,564,665,838,912,1102,1324,894,691,262,33,4,3641,302,336,452,472,567,668,447,280,105,11,1,3648,262,329,386,440,535,656,447,411,157,22,3
2017,11,읍면동,경기도 동두천시 생연2동,12006,1006,1311,1273,1412,2060,1955,1334,1122,481,44,8,5939,530,717,672,690,1099,980,602,430,205,12,2,6067,476,594,601,722,961,975,732,692,276,32,6
2017,11,읍면동,경기도 동두천시 소요동,9173,515,581,1025,974,1310,1802,1401,1052,436,62,15,4776,258,321,589,521,752,984,687,481,163,16,4,4397,257,260,436,453,558,818,714,571,273,46,11
2017,11,읍면동,경기도 동두천시 송내동,26361,2969,3339,3031,3910,5089,3482,2153,1655,635,93,5,12930,1489,1715,1521,1943,2586,1761,996,665,226,25,3,13431,1480,1624,1510,1967,2503,1721,1157,990,409,68,2
2017,11,읍면동,경기도 동두천시 중앙동,5605,186,321,625,506,772,1208,927,679,302,61,18,2876,101,177,331,302,444,661,464,265,105,23,3,2729,85,144,294,204,328,547,463,414,197,38,15
2017,11,시군,경기도 부천시 ,849361,68805,83501,125514,130044,141904,153222,87271,40324,16350,2233,193,423596,35290,43095,64898,66668,70998,75498,43695,17846,5067,499,42,425765,33515,40406,60616,63376,70906,77724,43576,22478,11283,1734,151
2017,11,읍면동,경기도 부천시 고강1동,16320,1046,1557,2560,2090,2846,3206,1675,913,384,40,3,8155,494,808,1361,1107,1452,1615,812,375,118,12,1,8165,552,749,1199,983,1394,1591,863,538,266,28,2
2017,11,읍면동,경기도 부천시 고강본동,30246,1928,3173,4206,4054,5438,5481,3268,1932,684,75,7,15273,997,1655,2205,2200,2821,2769,1571,803,238,13,1,14973,931,1518,2001,1854,2617,2712,1697,1129,446,62,6
2017,11,읍면동,경기도 부천시 괴안동,21851,1622,2158,3228,3055,3630,3933,2355,1151,623,90,6,10740,821,1111,1698,1551,1777,1923,1163,478,194,22,2,11111,801,1047,1530,1504,1853,2010,1192,673,429,68,4
2017,11,읍면동,경기도 부천시 도당동,24181,1660,2611,3804,3111,4290,4898,2314,1062,393,36,2,12448,851,1377,2052,1648,2194,2574,1194,434,119,5,0,11733,809,1234,1752,1463,2096,2324,1120,628,274,31,2
2017,11,읍면동,경기도 부천시 범박동,39458,5499,4288,4389,7254,6783,5469,3523,1549,585,108,11,19578,2796,2195,2220,3501,3449,2705,1783,729,175,24,1,19880,2703,2093,2169,3753,3334,2764,1740,820,410,84,10
2017,11,읍면동,경기도 부천시 상1동,25715,2703,2624,3338,4907,4450,3987,2373,933,351,49,0,12664,1410,1346,1649,2444,2186,1839,1242,428,108,12,0,13051,1293,1278,1689,2463,2264,2148,1131,505,243,37,0
2017,11,읍면동,경기도 부천시 상2동,31795,3883,4308,4326,5175,6039,4928,1908,807,358,61,2,15560,1951,2234,2183,2403,2833,2533,974,332,106,10,1,16235,1932,2074,2143,2772,3206,2395,934,475,252,51,1
2017,11,읍면동,경기도 부천시 상3동,33152,3199,4798,5097,3998,6640,6161,2049,788,361,61,0,16498,1639,2444,2713,1800,3067,3254,1135,345,91,10,0,16654,1560,2354,2384,2198,3573,2907,914,443,270,51,0
2017,11,읍면동,경기도 부천시 상동,20064,1247,2028,3330,2588,3106,3948,2250,1042,444,74,7,9977,648,1097,1702,1280,1517,1927,1194,451,142,16,3,10087,599,931,1628,1308,1589,2021,1056,591,302,58,4
2017,11,읍면동,경기도 부천시 성곡동,44040,3108,4874,6637,5472,7588,8618,4409,2244,954,126,10,22165,1606,2489,3534,2834,3808,4368,2261,949,287,27,2,21875,1502,2385,3103,2638,3780,4250,2148,1295,667,99,8
2017,11,읍면동,경기도 부천시 소사동,9094,510,474,1181,1373,1304,1724,1417,791,258,56,6,4446,285,236,612,745,681,803,644,354,74,12,0,4648,225,238,569,628,623,921,773,437,184,44,6
2017,11,읍면동,경기도 부천시 소사본3동,32832,2713,3440,4641,4671,5143,6144,3809,1530,632,100,9,16124,1348,1721,2458,2334,2495,2962,1881,718,186,21,0,16708,1365,1719,2183,2337,2648,3182,1928,812,446,79,9
2017,11,읍면동,경기도 부천시 소사본동,25853,1670,1845,3979,3871,3738,4941,3438,1655,604,103,9,12991,850,933,2077,2118,1921,2401,1686,778,196,28,3,12862,820,912,1902,1753,1817,2540,1752,877,408,75,6
2017,11,읍면동,경기도 부천시 송내1동,23884,1888,2087,3669,3808,3627,4313,2790,1186,446,65,5,11815,964,1103,1904,1949,1773,2024,1401,529,157,10,1,12069,924,984,1765,1859,1854,2289,1389,657,289,55,4
2017,11,읍면동,경기도 부천시 송내2동,28140,2427,2849,4169,4302,4729,4904,2885,1281,532,57,5,13936,1236,1531,2151,2170,2353,2310,1412,592,160,19,2,14204,1191,1318,2018,2132,2376,2594,1473,689,372,38,3
2017,11,읍면동,경기도 부천시 신흥동,19481,1201,1690,3024,2677,3329,4074,2139,947,336,53,11,10480,660,921,1662,1498,1856,2227,1144,398,104,9,1,9001,541,769,1362,1179,1473,1847,995,549,232,44,10
2017,11,읍면동,경기도 부천시 심곡1동,13379,768,968,2065,2364,2136,2435,1587,733,286,34,3,6930,407,506,1076,1351,1120,1231,762,371,94,11,1,6449,361,462,989,1013,1016,1204,825,362,192,23,2
2017,11,읍면동,경기도 부천시 심곡2동,18683,959,1071,3336,3740,3087,3074,2032,967,366,43,8,9694,480,519,1625,2107,1752,1610,1000,463,126,11,1,8989,479,552,1711,1633,1335,1464,1032,504,240,32,7
2017,11,읍면동,경기도 부천시 심곡3동,13559,868,1230,2134,1985,2244,2700,1493,644,228,23,10,6939,452,648,1136,1098,1161,1354,737,267,76,7,3,6620,416,582,998,887,1083,1346,756,377,152,16,7
2017,11,읍면동,경기도 부천시 심곡본1동,18391,1015,1426,2721,2750,2906,3531,2360,1177,444,52,9,9223,518,714,1426,1520,1500,1701,1141,531,161,8,3,9168,497,712,1295,1230,1406,1830,1219,646,283,44,6
2017,11,읍면동,경기도 부천시 심곡본동,17796,1084,1356,2495,2712,2824,3134,2382,1293,446,66,4,8844,582,717,1286,1444,1447,1468,1131,604,152,12,1,8952,502,639,1209,1268,1377,1666,1251,689,294,54,3
2017,11,읍면동,경기도 부천시 약대동,19611,1932,1793,2982,3382,3168,3633,1763,667,251,33,7,9892,996,920,1569,1726,1593,1778,919,305,74,9,3,9719,936,873,1413,1656,1575,1855,844,362,177,24,4
2017,11,읍면동,경기도 부천시 역곡1동,19411,1777,1776,2448,3186,3196,3166,2255,1089,456,56,6,9612,901,892,1246,1590,1697,1510,1113,501,147,15,0,9799,876,884,1202,1596,1499,1656,1142,588,309,41,6
2017,11,읍면동,경기도 부천시 역곡2동,20081,1720,1657,2950,3490,3268,3220,2205,1074,421,66,10,9871,865,841,1549,1743,1687,1522,1022,467,157,16,2,10210,855,816,1401,1747,1581,1698,1183,607,264,50,8
2017,11,읍면동,경기도 부천시 역곡3동,24399,1771,1966,3397,3888,3897,4184,2958,1608,643,78,9,12026,901,995,1751,2049,1987,1994,1392,715,216,23,3,12373,870,971,1646,1839,1910,2190,1566,893,427,55,6
2017,11,읍면동,경기도 부천시 오정동,23175,2085,2218,3317,3703,3777,4178,2461,992,393,46,5,12043,1100,1217,1773,2023,1992,2096,1266,447,116,12,1,11132,985,1001,1544,1680,1785,2082,1195,545,277,34,4
2017,11,읍면동,경기도 부천시 원미1동,17896,1221,1671,2678,2509,2926,3476,2103,927,328,51,6,9146,637,900,1435,1337,1517,1725,1049,413,114,16,3,8750,584,771,1243,1172,1409,1751,1054,514,214,35,3
2017,11,읍면동,경기도 부천시 원미2동,13809,884,1111,1975,1868,2161,2763,1839,858,315,32,3,6955,454,541,1041,1017,1116,1373,898,402,104,9,0,6854,430,570,934,851,1045,1390,941,456,211,23,3
2017,11,읍면동,경기도 부천시 원종1동,24118,1649,2365,3692,3222,3966,4737,2626,1277,517,64,3,12156,855,1223,1962,1723,1953,2365,1344,552,162,16,1,11962,794,1142,1730,1499,2013,2372,1282,725,355,48,2
2017,11,읍면동,경기도 부천시 원종2동,24180,1709,2709,3835,3117,4400,4601,2061,1167,518,61,2,12074,878,1400,1985,1625,2204,2337,1049,446,140,10,0,12106,831,1309,1850,1492,2196,2264,1012,721,378,51,2
2017,11,읍면동,경기도 부천시 중1동,35356,2970,3577,5770,6407,6233,5970,2801,1034,523,69,2,17156,1535,1808,2774,3107,2972,2828,1507,458,149,18,0,18200,1435,1769,2996,3300,3261,3142,1294,576,374,51,2
