연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2017,02,읍면동,경기도 광명시 소하2동,33561,3430,3697,4367,5128,5877,5325,3319,1731,599,76,12,16947,1783,1892,2403,2584,3051,2650,1607,755,200,17,5,16614,1647,1805,1964,2544,2826,2675,1712,976,399,59,7
2017,02,읍면동,경기도 광명시 철산1동,13978,1484,1814,1797,2194,2737,2115,1068,530,206,32,1,6885,752,913,936,1060,1339,1060,512,237,70,6,0,7093,732,901,861,1134,1398,1055,556,293,136,26,1
2017,02,읍면동,경기도 광명시 철산2동,16473,1020,1652,2586,2613,2808,3064,1585,801,311,31,2,8389,531,885,1340,1386,1407,1606,773,364,86,10,1,8084,489,767,1246,1227,1401,1458,812,437,225,21,1
2017,02,읍면동,경기도 광명시 철산3동,37765,3973,5001,4952,5438,7198,5997,3122,1382,617,75,10,18627,2044,2574,2582,2521,3496,2952,1595,628,213,20,2,19138,1929,2427,2370,2917,3702,3045,1527,754,404,55,8
2017,02,읍면동,경기도 광명시 철산4동,14754,1504,1439,1890,2847,2633,2134,1407,675,200,24,1,7407,765,779,984,1452,1347,1053,676,282,65,4,0,7347,739,660,906,1395,1286,1081,731,393,135,20,1
2017,02,읍면동,경기도 광명시 하안1동,27948,3391,3486,3265,4125,5521,4344,2266,1037,437,70,6,13983,1758,1761,1770,1937,2809,2201,1151,457,126,12,1,13965,1633,1725,1495,2188,2712,2143,1115,580,311,58,5
2017,02,읍면동,경기도 광명시 하안2동,15880,1687,1633,1737,3392,3049,1995,1224,711,394,49,9,7635,858,831,826,1712,1536,930,554,276,103,7,2,8245,829,802,911,1680,1513,1065,670,435,291,42,7
2017,02,읍면동,경기도 광명시 하안3동,22980,2329,2569,2579,3916,4262,3247,2131,1281,584,76,6,10986,1202,1336,1260,1947,2077,1597,933,461,158,15,0,11994,1127,1233,1319,1969,2185,1650,1198,820,426,61,6
2017,02,읍면동,경기도 광명시 하안4동,14029,1582,2041,1579,2429,3050,1839,808,476,202,22,1,6834,830,1042,781,1174,1466,918,395,175,47,6,0,7195,752,999,798,1255,1584,921,413,301,155,16,1
2017,02,읍면동,경기도 광명시 학온동,2443,101,146,243,287,279,541,412,271,132,20,11,1328,52,81,142,158,159,302,236,136,54,5,3,1115,49,65,101,129,120,239,176,135,78,15,8
2017,02,시군,경기도 광주시 ,330080,34315,32847,38649,56492,58364,53432,32889,16338,5816,871,67,169540,17639,16997,20262,29593,30985,27481,16627,7744,2001,192,19,160540,16676,15850,18387,26899,27379,25951,16262,8594,3815,679,48
2017,02,읍면동,경기도 광주시 경안동,40490,3949,4557,5243,6287,7423,6785,3649,1844,650,91,12,20633,2035,2386,2718,3234,3820,3560,1809,838,216,12,5,19857,1914,2171,2525,3053,3603,3225,1840,1006,434,79,7
2017,02,읍면동,경기도 광주시 곤지암읍,23343,1809,2319,2806,3107,4157,4442,2560,1410,620,95,18,12373,956,1206,1542,1650,2295,2439,1362,678,216,25,4,10970,853,1113,1264,1457,1862,2003,1198,732,404,70,14
2017,02,읍면동,경기도 광주시 광남동,45318,5045,5067,5006,7573,8564,7022,4373,1953,618,94,3,23261,2588,2653,2588,3891,4541,3585,2197,980,215,22,1,22057,2457,2414,2418,3682,4023,3437,2176,973,403,72,2
2017,02,읍면동,경기도 광주시 남종면,1613,62,96,126,132,195,333,311,245,99,14,0,834,31,50,63,72,115,177,165,116,39,6,0,779,31,46,63,60,80,156,146,129,60,8,0
2017,02,읍면동,경기도 광주시 남한산성면,2956,270,234,272,285,492,515,448,272,139,27,2,1553,134,122,152,147,289,287,238,127,50,7,0,1403,136,112,120,138,203,228,210,145,89,20,2
2017,02,읍면동,경기도 광주시 도척면,9012,690,699,950,1105,1451,1737,1281,717,315,65,2,4912,372,384,541,633,845,975,691,336,122,12,1,4100,318,315,409,472,606,762,590,381,193,53,1
2017,02,읍면동,경기도 광주시 송정동,57694,5840,5893,7391,9502,10385,9871,5316,2516,842,128,10,29209,2932,2982,3908,4958,5348,4923,2700,1137,289,30,2,28485,2908,2911,3483,4544,5037,4948,2616,1379,553,98,8
2017,02,읍면동,경기도 광주시 오포읍,94386,10975,8180,11287,20239,15748,13583,8655,4124,1388,195,12,48090,5650,4208,5767,10722,8317,6689,4241,1978,465,48,5,46296,5325,3972,5520,9517,7431,6894,4414,2146,923,147,7
2017,02,읍면동,경기도 광주시 초월읍,41598,4506,4675,4432,6535,7752,6708,4037,2130,728,92,3,21675,2334,2415,2343,3385,4191,3652,2101,992,244,18,0,19923,2172,2260,2089,3150,3561,3056,1936,1138,484,74,3
2017,02,읍면동,경기도 광주시 퇴촌면,13670,1169,1127,1136,1727,2197,2436,2259,1127,417,70,5,7000,607,591,640,901,1224,1194,1123,562,145,12,1,6670,562,536,496,826,973,1242,1136,565,272,58,4
2017,02,시군,경기도 구리시 ,194430,16940,21659,26869,27876,35395,33784,17861,9979,3496,509,62,96686,8708,11202,13855,13908,17279,17158,8848,4400,1185,123,20,97744,8232,10457,13014,13968,18116,16626,9013,5579,2311,386,42
2017,02,읍면동,경기도 구리시 갈매동,13878,1801,985,1644,2852,1987,2205,1473,654,236,39,2,6859,901,495,842,1454,988,1033,760,309,69,7,1,7019,900,490,802,1398,999,1172,713,345,167,32,1
2017,02,읍면동,경기도 구리시 교문1동,17513,1067,1488,2340,2495,2977,3415,2048,1205,389,68,21,8979,555,767,1253,1343,1582,1767,1002,546,134,22,8,8534,512,721,1087,1152,1395,1648,1046,659,255,46,13
2017,02,읍면동,경기도 구리시 교문2동,24121,2309,3388,3139,3072,4704,3958,2032,1062,400,53,4,11728,1164,1712,1626,1410,2198,1971,1010,483,140,13,1,12393,1145,1676,1513,1662,2506,1987,1022,579,260,40,3
2017,02,읍면동,경기도 구리시 동구동,41237,4014,5267,5705,5642,7985,6903,3057,1885,682,90,7,20356,2080,2731,2932,2739,3769,3510,1538,801,237,18,1,20881,1934,2536,2773,2903,4216,3393,1519,1084,445,72,6
2017,02,읍면동,경기도 구리시 수택1동,22497,1383,2033,3469,3069,3739,4487,2492,1312,444,63,6,11204,757,1032,1755,1616,1821,2287,1230,550,140,15,1,11293,626,1001,1714,1453,1918,2200,1262,762,304,48,5
2017,02,읍면동,경기도 구리시 수택2동,26352,1629,2791,4080,3529,4385,4998,2797,1523,537,71,12,13167,848,1474,2094,1856,2164,2535,1327,676,172,17,4,13185,781,1317,1986,1673,2221,2463,1470,847,365,54,8
2017,02,읍면동,경기도 구리시 수택3동,23664,2330,2874,3008,3638,4854,3641,1849,1016,391,59,4,11919,1174,1520,1583,1755,2429,1919,940,439,147,12,1,11745,1156,1354,1425,1883,2425,1722,909,577,244,47,3
2017,02,읍면동,경기도 구리시 인창동,25168,2407,2833,3484,3579,4764,4177,2113,1322,417,66,6,12474,1229,1471,1770,1735,2328,2136,1041,596,146,19,3,12694,1178,1362,1714,1844,2436,2041,1072,726,271,47,3
2017,02,시군,경기도 군포시 ,284178,27625,31639,38975,44689,50241,47337,23872,13000,5955,795,50,141347,14169,16324,20229,22750,24577,23504,11970,5518,2078,215,13,142831,13456,15315,18746,21939,25664,23833,11902,7482,3877,580,37
2017,02,읍면동,경기도 군포시 광정동,26902,2497,3383,3598,3858,5133,4178,2031,1273,817,129,5,13058,1288,1739,1851,1860,2468,2070,992,485,274,31,0,13844,1209,1644,1747,1998,2665,2108,1039,788,543,98,5
2017,02,읍면동,경기도 군포시 군포1동,34762,2704,3436,5148,5293,5993,6459,3416,1615,616,72,10,18240,1396,1814,2807,3009,3104,3366,1791,719,216,13,5,16522,1308,1622,2341,2284,2889,3093,1625,896,400,59,5
2017,02,읍면동,경기도 군포시 군포2동,56569,6632,6871,7712,8877,10146,9312,4109,1964,809,128,9,28220,3448,3464,4017,4402,4905,4683,2086,902,280,31,2,28349,3184,3407,3695,4475,5241,4629,2023,1062,529,97,7
2017,02,읍면동,경기도 군포시 궁내동,22342,2408,3585,2675,2594,4882,3322,1421,905,488,60,2,10893,1239,1822,1390,1167,2287,1706,718,359,184,21,0,11449,1169,1763,1285,1427,2595,1616,703,546,304,39,2
2017,02,읍면동,경기도 군포시 금정동,19329,1274,1625,2994,2963,3186,3736,2173,990,338,44,6,9999,662,840,1586,1648,1700,1863,1130,459,98,11,2,9330,612,785,1408,1315,1486,1873,1043,531,240,33,4
2017,02,읍면동,경기도 군포시 대야동,10071,1058,1058,1264,1353,1875,1762,935,517,219,27,3,5157,547,565,695,672,945,907,487,246,81,11,1,4914,511,493,569,681,930,855,448,271,138,16,2
2017,02,읍면동,경기도 군포시 산본1동,18934,1190,1352,3001,3097,2739,3638,2149,1186,505,69,8,9472,581,714,1608,1748,1374,1730,1043,500,154,19,1,9462,609,638,1393,1349,1365,1908,1106,686,351,50,7
2017,02,읍면동,경기도 군포시 산본2동,29870,3239,3406,4240,4530,5122,5090,2423,1186,546,86,2,14562,1664,1750,2167,2130,2434,2468,1235,495,200,19,0,15308,1575,1656,2073,2400,2688,2622,1188,691,346,67,2
2017,02,읍면동,경기도 군포시 수리동,19031,1762,2106,2378,3063,3270,3050,1589,1141,602,67,3,9178,868,1119,1148,1543,1560,1495,730,450,240,24,1,9853,894,987,1230,1520,1710,1555,859,691,362,43,2
2017,02,읍면동,경기도 군포시 오금동,24652,2912,2800,2904,4810,4479,3382,1709,1100,501,55,0,12164,1500,1485,1468,2376,2194,1621,851,460,195,14,0,12488,1412,1315,1436,2434,2285,1761,858,640,306,41,0
2017,02,읍면동,경기도 군포시 재궁동,21716,1949,2017,3061,4251,3416,3408,1917,1123,514,58,2,10404,976,1012,1492,2195,1606,1595,907,443,156,21,1,11312,973,1005,1569,2056,1810,1813,1010,680,358,37,1
2017,02,시군,경기도 김포시 ,368785,45460,40078,39685,61151,67454,54104,33424,19099,7254,1021,55,185319,23241,20696,20618,29877,35132,28065,16251,8642,2523,257,17,183466,22219,19382,19067,31274,32322,26039,17173,10457,4731,764,38
2017,02,읍면동,경기도 김포시 고촌읍,26234,2833,2518,2895,3941,4558,4239,3084,1516,557,84,9,13227,1499,1317,1544,1893,2378,2090,1567,728,195,15,1,13007,1334,1201,1351,2048,2180,2149,1517,788,362,69,8
2017,02,읍면동,경기도 김포시 구래동,34128,6438,2701,2816,8546,5637,3426,2655,1422,430,54,3,16707,3245,1365,1318,4107,3078,1584,1168,674,154,13,1,17421,3193,1336,1498,4439,2559,1842,1487,748,276,41,2
2017,02,읍면동,경기도 김포시 김포1동,52326,4702,6951,6988,6475,9956,8830,4486,2747,1029,152,10,25852,2364,3638,3576,3135,4741,4607,2206,1166,370,47,2,26474,2338,3313,3412,3340,5215,4223,2280,1581,659,105,8
2017,02,읍면동,경기도 김포시 김포2동,36480,5963,4803,3128,6990,7567,3805,2385,1333,442,63,1,17795,2996,2428,1533,3196,3874,1887,1081,624,161,15,0,18685,2967,2375,1595,3794,3693,1918,1304,709,281,48,1
2017,02,읍면동,경기도 김포시 대곶면,10140,416,690,1086,978,1550,2408,1580,929,424,77,2,5805,232,378,638,610,996,1454,866,448,162,21,0,4335,184,312,448,368,554,954,714,481,262,56,2
2017,02,읍면동,경기도 김포시 사우동,21588,1618,2423,3136,2820,4024,3804,1986,1264,452,59,2,10855,843,1310,1591,1510,1963,1993,952,526,155,12,0,10733,775,1113,1545,1310,2061,1811,1034,738,297,47,2
2017,02,읍면동,경기도 김포시 양촌읍,26561,2627,2306,2765,4187,4433,4633,3057,1740,698,105,10,13965,1304,1189,1542,2268,2552,2492,1573,786,221,34,4,12596,1323,1117,1223,1919,1881,2141,1484,954,477,71,6
2017,02,읍면동,경기도 김포시 운양동,24415,4755,2277,1983,5816,4539,2556,1567,648,237,37,0,12081,2464,1163,1011,2631,2451,1239,730,314,68,10,0,12334,2291,1114,972,3185,2088,1317,837,334,169,27,0
2017,02,읍면동,경기도 김포시 월곶면,5761,211,340,595,523,760,1312,1077,600,289,48,6,3176,106,174,377,327,466,734,596,286,98,9,3,2585,105,166,218,196,294,578,481,314,191,39,3
2017,02,읍면동,경기도 김포시 장기동,42917,6752,5032,4196,8267,8524,4874,2941,1686,575,70,0,21034,3435,2535,2083,3895,4389,2452,1309,739,182,15,0,21883,3317,2497,2113,4372,4135,2422,1632,947,393,55,0
2017,02,읍면동,경기도 김포시 통진읍,27583,2321,2701,3507,3618,4609,5189,2952,1768,825,90,3,14502,1178,1421,1997,1993,2522,2818,1501,761,293,15,3,13081,1143,1280,1510,1625,2087,2371,1451,1007,532,75,0
2017,02,읍면동,경기도 김포시 풍무동,51917,6458,6735,5614,8190,10149,7090,4239,2442,869,125,6,25605,3355,3455,2853,3843,5037,3609,1996,1121,303,32,1,26312,3103,3280,2761,4347,5112,3481,2243,1321,566,93,5
2017,02,읍면동,경기도 김포시 하성면,8735,366,601,976,800,1148,1938,1415,1004,427,57,3,4715,220,323,555,469,685,1106,706,469,161,19,2,4020,146,278,421,331,463,832,709,535,266,38,1
2017,02,시군,경기도 남양주시 ,662466,70449,77572,76902,96374,124489,102684,62237,36685,13122,1780,172,330836,36216,39886,39992,46957,63340,52751,30040,16564,4589,451,50,331630,34233,37686,36910,49417,61149,49933,32197,20121,8533,1329,122
2017,02,읍면동,경기도 남양주시 금곡동,21788,1313,1841,3183,2845,3168,4548,2610,1563,638,67,12,11137,677,999,1735,1577,1633,2286,1313,680,212,20,5,10651,636,842,1448,1268,1535,2262,1297,883,426,47,7
2017,02,읍면동,경기도 남양주시 도농동,39044,3723,4512,5299,5525,6688,6315,4025,2105,741,101,10,19018,1893,2223,2751,2615,3206,3068,1961,996,279,25,1,20026,1830,2289,2548,2910,3482,3247,2064,1109,462,76,9
2017,02,읍면동,경기도 남양주시 별내동,66131,9206,5960,8276,13013,11011,9554,5603,2454,910,138,6,32449,4664,2960,4199,6294,5529,4563,2799,1137,276,27,1,33682,4542,3000,4077,6719,5482,4991,2804,1317,634,111,5
2017,02,읍면동,경기도 남양주시 별내면,21052,1713,2421,2538,2502,3902,3375,2373,1576,570,69,13,10468,890,1241,1293,1267,1947,1737,1135,710,225,19,4,10584,823,1180,1245,1235,1955,1638,1238,866,345,50,9
2017,02,읍면동,경기도 남양주시 수동면,9077,483,679,904,841,1328,1815,1537,930,451,103,6,4757,274,371,520,456,726,972,801,458,148,27,4,4320,209,308,384,385,602,843,736,472,303,76,2
2017,02,읍면동,경기도 남양주시 양정동,5184,265,293,637,669,665,1129,892,454,149,24,7,2878,131,146,366,403,401,649,484,227,67,4,0,2306,134,147,271,266,264,480,408,227,82,20,7
2017,02,읍면동,경기도 남양주시 오남읍,55092,5862,7458,5973,7288,11472,8038,4684,3112,1062,136,7,27570,3051,3839,3099,3485,5908,4258,2190,1361,341,35,3,27522,2811,3619,2874,3803,5564,3780,2494,1751,721,101,4
2017,02,읍면동,경기도 남양주시 와부읍,69188,6620,8793,7991,8783,13593,10723,6666,4319,1447,227,26,34188,3383,4488,4153,4178,6666,5545,3117,2026,551,74,7,35000,3237,4305,3838,4605,6927,5178,3549,2293,896,153,19
2017,02,읍면동,경기도 남양주시 조안면,4406,274,323,460,489,614,898,709,426,185,26,2,2308,150,172,244,253,343,481,380,208,72,4,1,2098,124,151,216,236,271,417,329,218,113,22,1
2017,02,읍면동,경기도 남양주시 지금동,19220,2001,2277,2195,2803,3776,2999,1850,935,318,51,15,9497,1014,1186,1119,1345,1921,1483,898,413,102,9,7,9723,987,1091,1076,1458,1855,1516,952,522,216,42,8
2017,02,읍면동,경기도 남양주시 진건읍,27265,1681,2771,3906,3095,4318,5678,3086,1868,739,106,17,14078,887,1469,2095,1647,2221,3098,1559,811,258,30,3,13187,794,1302,1811,1448,2097,2580,1527,1057,481,76,14
2017,02,읍면동,경기도 남양주시 진접읍,95988,11698,11806,9939,14216,18656,14127,8520,5066,1751,197,12,48446,6044,6121,5236,6821,9780,7374,4071,2302,640,53,4,47542,5654,5685,4703,7395,8876,6753,4449,2764,1111,144,8
2017,02,읍면동,경기도 남양주시 퇴계원면,32107,2607,3242,4690,4334,5062,6087,3458,1886,653,83,5,16055,1321,1682,2431,2242,2534,2991,1786,825,226,16,1,16052,1286,1560,2259,2092,2528,3096,1672,1061,427,67,4
2017,02,읍면동,경기도 남양주시 평내동,41668,4815,6017,4378,6165,8984,5564,3044,1918,688,89,6,20488,2430,3068,2222,2899,4489,2904,1423,807,224,22,0,21180,2385,2949,2156,3266,4495,2660,1621,1111,464,67,6
2017,02,읍면동,경기도 남양주시 호평동,50223,7056,6768,4781,8288,10917,5772,3529,2264,748,95,5,24620,3646,3456,2434,3793,5508,2954,1522,1026,258,20,3,25603,3410,3312,2347,4495,5409,2818,2007,1238,490,75,2
2017,02,읍면동,경기도 남양주시 화도읍,93346,9841,11433,10458,13531,18440,14127,8326,5147,1796,225,22,46885,5079,5945,5415,6667,9534,7426,3905,2249,606,53,6,46461,4762,5488,5043,6864,8906,6701,4421,2898,1190,172,16
2017,02,읍면동,경기도 남양주시 화도읍동부출장소,11687,1291,978,1294,1987,1895,1935,1325,662,276,43,1,5994,682,520,680,1015,994,962,696,328,104,13,0,5693,609,458,614,972,901,973,629,334,172,30,1
2017,02,시군,경기도 동두천시 ,97947,8583,10206,11251,12627,16621,16259,10613,8139,3166,409,73,48796,4370,5277,5980,6423,8688,8436,4985,3331,1158,127,21,49151,4213,4929,5271,6204,7933,7823,5628,4808,2008,282,52
2017,02,읍면동,경기도 동두천시 보산동,3378,187,286,375,351,516,653,493,373,125,17,2,1628,102,151,210,170,267,340,209,141,34,4,0,1750,85,135,165,181,249,313,284,232,91,13,2
2017,02,읍면동,경기도 동두천시 불현동,27973,2491,3189,3450,3597,4761,4695,2787,2095,810,86,12,13801,1255,1566,1866,1813,2397,2404,1329,854,294,19,4,14172,1236,1623,1584,1784,2364,2291,1458,1241,516,67,8
2017,02,읍면동,경기도 동두천시 상패동,5560,298,365,584,589,869,1097,863,603,249,36,7,2920,160,193,325,331,498,611,432,271,83,14,2,2640,138,172,259,258,371,486,431,332,166,22,5
2017,02,읍면동,경기도 동두천시 생연1동,7363,572,694,873,954,1144,1336,841,673,242,30,4,3666,296,357,464,499,582,685,398,275,97,11,2,3697,276,337,409,455,562,651,443,398,145,19,2
2017,02,읍면동,경기도 동두천시 생연2동,12236,1117,1353,1235,1539,2098,1961,1299,1121,460,41,12,6032,590,747,628,745,1114,985,571,441,193,14,4,6204,527,606,607,794,984,976,728,680,267,27,8
2017,02,읍면동,경기도 동두천시 소요동,9236,542,621,1025,991,1352,1829,1374,1020,406,65,11,4796,263,345,579,538,768,1000,673,466,144,17,3,4440,279,276,446,453,584,829,701,554,262,48,8
2017,02,읍면동,경기도 동두천시 송내동,26547,3168,3353,3079,4096,5068,3449,2073,1592,585,79,5,13059,1594,1728,1572,2020,2593,1745,933,632,213,26,3,13488,1574,1625,1507,2076,2475,1704,1140,960,372,53,2
2017,02,읍면동,경기도 동두천시 중앙동,5654,208,345,630,510,813,1239,883,662,289,55,20,2894,110,190,336,307,469,666,440,251,100,22,3,2760,98,155,294,203,344,573,443,411,189,33,17
2017,02,시군,경기도 부천시 ,850319,70329,86309,125667,131622,144019,153497,82340,38486,15747,2109,194,424450,36042,44608,64960,67494,71900,75960,41344,16779,4828,488,47,425869,34287,41701,60707,64128,72119,77537,40996,21707,10919,1621,147
2017,02,읍면동,경기도 부천시 고강1동,16379,1120,1649,2512,2155,2950,3115,1601,885,353,37,2,8171,540,857,1322,1140,1493,1571,778,350,111,8,1,8208,580,792,1190,1015,1457,1544,823,535,242,29,1
2017,02,읍면동,경기도 부천시 고강본동,30602,2026,3381,4178,4152,5604,5485,3174,1856,663,73,10,15447,1052,1766,2199,2241,2894,2754,1531,774,217,17,2,15155,974,1615,1979,1911,2710,2731,1643,1082,446,56,8
2017,02,읍면동,경기도 부천시 괴안동,22152,1715,2289,3246,3223,3718,3940,2211,1146,573,86,5,10908,876,1161,1699,1653,1829,1943,1074,462,183,26,2,11244,839,1128,1547,1570,1889,1997,1137,684,390,60,3
2017,02,읍면동,경기도 부천시 도당동,24580,1736,2761,3797,3266,4512,4873,2177,1053,364,39,2,12683,894,1463,2044,1733,2324,2562,1130,418,108,7,0,11897,842,1298,1753,1533,2188,2311,1047,635,256,32,2
2017,02,읍면동,경기도 부천시 범박동,34608,4637,3860,3970,6129,5947,4991,3080,1367,523,94,10,17162,2365,1969,2028,2939,2996,2448,1615,629,150,22,1,17446,2272,1891,1942,3190,2951,2543,1465,738,373,72,9
2017,02,읍면동,경기도 부천시 상1동,25940,2832,2624,3468,4939,4501,4064,2240,894,334,44,0,12769,1484,1346,1712,2446,2210,1877,1181,387,113,13,0,13171,1348,1278,1756,2493,2291,2187,1059,507,221,31,0
2017,02,읍면동,경기도 부천시 상2동,32058,3968,4433,4324,5318,6110,4964,1769,773,347,50,2,15772,1994,2335,2184,2492,2880,2578,898,305,94,10,2,16286,1974,2098,2140,2826,3230,2386,871,468,253,40,0
2017,02,읍면동,경기도 부천시 상3동,33415,3322,4979,5062,4122,6837,6015,1924,753,344,56,1,16627,1707,2549,2676,1847,3186,3179,1056,321,95,11,0,16788,1615,2430,2386,2275,3651,2836,868,432,249,45,1
2017,02,읍면동,경기도 부천시 상동,20429,1353,2112,3376,2693,3181,4046,2162,999,437,63,7,10170,708,1128,1714,1357,1544,1982,1164,422,137,11,3,10259,645,984,1662,1336,1637,2064,998,577,300,52,4
2017,02,읍면동,경기도 부천시 성곡동,44374,3261,5151,6561,5564,7933,8565,4101,2164,948,116,10,22373,1680,2642,3513,2880,3984,4366,2087,906,286,27,2,22001,1581,2509,3048,2684,3949,4199,2014,1258,662,89,8
2017,02,읍면동,경기도 부천시 소사동,9337,530,548,1224,1468,1372,1770,1382,726,253,58,6,4573,288,270,648,804,694,815,646,326,70,12,0,4764,242,278,576,664,678,955,736,400,183,46,6
2017,02,읍면동,경기도 부천시 소사본3동,33270,2854,3566,4808,4757,5267,6285,3583,1463,593,88,6,16391,1417,1813,2549,2373,2557,3069,1750,681,162,20,0,16879,1437,1753,2259,2384,2710,3216,1833,782,431,68,6
2017,02,읍면동,경기도 부천시 소사본동,24755,1599,1887,3647,3715,3667,4790,3236,1557,561,87,9,12462,814,956,1895,2007,1888,2364,1601,736,180,18,3,12293,785,931,1752,1708,1779,2426,1635,821,381,69,6
2017,02,읍면동,경기도 부천시 송내1동,24155,1979,2129,3695,3952,3699,4409,2626,1156,439,65,6,12004,1023,1119,1920,2033,1804,2097,1319,520,153,15,1,12151,956,1010,1775,1919,1895,2312,1307,636,286,50,5
2017,02,읍면동,경기도 부천시 송내2동,28226,2510,2935,4150,4400,4780,4941,2724,1226,493,63,4,13999,1292,1550,2175,2222,2352,2359,1330,554,144,19,2,14227,1218,1385,1975,2178,2428,2582,1394,672,349,44,2
2017,02,읍면동,경기도 부천시 신흥동,19582,1255,1748,3043,2794,3390,4090,2001,888,320,44,9,10518,679,952,1645,1567,1903,2240,1040,385,100,6,1,9064,576,796,1398,1227,1487,1850,961,503,220,38,8
2017,02,읍면동,경기도 부천시 심곡1동,13687,780,1040,2149,2415,2198,2528,1551,703,280,41,2,7044,411,548,1094,1385,1140,1274,763,330,87,12,0,6643,369,492,1055,1030,1058,1254,788,373,193,29,2
2017,02,읍면동,경기도 부천시 심곡2동,18815,982,1111,3365,3849,3132,3092,1927,965,337,43,12,9818,490,554,1655,2157,1801,1614,949,463,121,11,3,8997,492,557,1710,1692,1331,1478,978,502,216,32,9
2017,02,읍면동,경기도 부천시 심곡3동,13770,859,1305,2181,2057,2328,2745,1413,609,240,24,9,7070,448,708,1167,1135,1182,1383,706,251,82,5,3,6700,411,597,1014,922,1146,1362,707,358,158,19,6
2017,02,읍면동,경기도 부천시 심곡본1동,18732,1066,1524,2785,2903,3014,3587,2261,1120,416,45,11,9389,539,774,1448,1599,1541,1740,1085,497,154,9,3,9343,527,750,1337,1304,1473,1847,1176,623,262,36,8
2017,02,읍면동,경기도 부천시 심곡본동,18312,1195,1381,2574,2854,2960,3243,2352,1227,451,70,5,9130,646,711,1332,1518,1524,1528,1126,577,151,16,1,9182,549,670,1242,1336,1436,1715,1226,650,300,54,4
2017,02,읍면동,경기도 부천시 약대동,19198,1897,1813,2989,3307,3106,3569,1619,607,255,31,5,9677,975,930,1551,1686,1557,1754,869,268,76,9,2,9521,922,883,1438,1621,1549,1815,750,339,179,22,3
2017,02,읍면동,경기도 부천시 역곡1동,19712,1881,1787,2521,3360,3223,3229,2163,1041,441,60,6,9719,946,889,1273,1695,1683,1538,1067,473,140,15,0,9993,935,898,1248,1665,1540,1691,1096,568,301,45,6
2017,02,읍면동,경기도 부천시 역곡2동,20382,1792,1696,3020,3666,3281,3286,2128,1008,432,65,8,10046,903,875,1577,1851,1702,1535,1000,433,154,14,2,10336,889,821,1443,1815,1579,1751,1128,575,278,51,6
2017,02,읍면동,경기도 부천시 역곡3동,24783,1890,2063,3472,4117,3911,4247,2836,1513,658,68,8,12207,943,1055,1771,2156,1996,2032,1333,674,221,23,3,12576,947,1008,1701,1961,1915,2215,1503,839,437,45,5
2017,02,읍면동,경기도 부천시 오정동,23406,2196,2272,3374,3785,3854,4239,2324,955,363,37,7,12113,1158,1219,1794,2058,1998,2139,1215,420,102,9,1,11293,1038,1053,1580,1727,1856,2100,1109,535,261,28,6
2017,02,읍면동,경기도 부천시 원미1동,18046,1280,1782,2677,2552,3044,3495,1989,854,317,49,7,9219,671,947,1405,1366,1582,1740,989,389,110,16,4,8827,609,835,1272,1186,1462,1755,1000,465,207,33,3
2017,02,읍면동,경기도 부천시 원미2동,14047,885,1195,2038,1923,2264,2803,1780,821,302,33,3,7081,435,588,1097,1034,1149,1399,892,385,92,10,0,6966,450,607,941,889,1115,1404,888,436,210,23,3
2017,02,읍면동,경기도 부천시 원종1동,24142,1727,2448,3695,3250,4102,4648,2472,1244,492,60,4,12187,905,1280,1961,1705,2034,2331,1282,519,154,14,2,11955,822,1168,1734,1545,2068,2317,1190,725,338,46,2
2017,02,읍면동,경기도 부천시 원종2동,24626,1828,2904,3835,3264,4569,4599,1936,1130,498,60,3,12301,935,1501,1977,1722,2264,2356,975,421,144,6,0,12325,893,1403,1858,1542,2305,2243,961,709,354,54,3
